CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,ERLOTINIB,,P48730,CASEIN KINASE I DELTA,CSNK1D,21336281.0,pKI,5.100015437450609,NM,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,ERLOTINIB,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,5.100000128334196,NM,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
CHEMBL1987910,AAYZTFLAQXDFOL-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,5.800000874803203,NM,Nc1nccc2scc(c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12
CHEMBL1979093,ACNCCUVYXQGPKZ-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,5.100000128334196,NM,COc1ccc(c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c4c(N)noc14
CHEMBL7064,ACPOUJIDANTYHO-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,21336281.0,pKI,7.508638306165727,NM,O=C1c2ccccc2c3n[nH]c4cccc1c34
CHEMBL2004290,ADLPKFFMGIJZIM-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,5.100000128334196,NM,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(C)(C)O)c5)cc1
CHEMBL212299,ADMFLILDQJSEIK-HAQNSBGRSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,21336281.0,pKI,7.6020599913279625,NM,N[C@@H]1CC[C@H](CC1)Nc2nccc(n2)c3c[nH]c4ncccc34
CHEMBL1966628,ADMFLILDQJSEIK-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,7.599980364934842,NM,NC1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34
CHEMBL1968850,AEZICWXXUCODMN-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,6.799998134593398,NM,Clc1cc2C(=O)Nc3ccccc3Nc2nn1
CHEMBL1970074,AGYRJOAGMDIFKL-UHFFFAOYSA-N,,,P48730,CASEIN KINASE I DELTA,CSNK1D,,pKI,5.100000128334196,NM,Cc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12
