CHEMBL408982,BGVLELSCIHASRV-QPEQYQDCSA-N,,,P22518,DUAL SPECIFICITY PROTEIN KINASE CLK1,CLK1,18077363.0,pKI,8.0,NM,CCN1\C(=C\C(=O)C)\Sc2ccc(OC)cc12
CHEMBL1290072,MNMQBQOLMHVBJT-UHFFFAOYSA-N,,,P49759,DUAL SPECIFICTY PROTEIN KINASE CLK1,CLK1,21035334.0,pKI,3.0,NM,COc1ccc(CNc2ccnc3oc4ccccc4c23)cc1
