Exp,Pred
5.4000077,5.655931658719551
5.7000003,5.73024077181247
5.1,5.284736283373616
5.4000077,5.55687578648563
6.7999983,6.614244285573355
5.899998,5.822376965524529
5.7000003,5.926135007346058
5.4000077,5.90046940274118
6.1999984,6.275880984090147
5.3,5.3400239118387045
5.036212,5.018143563495111
5.4000077,5.549535519597015
5.4,5.594973311647165
5.0,5.2292583535852755
5.8000007,5.854404208964509
5.7000003,5.7762956926653715
5.8000007,5.809690957327231
5.7000003,5.759766626046799
5.1,5.144835745447216
6.7212462,6.993504528428331
6.3999968,6.122008914194009
5.0,5.282293187793494
5.3,5.5959965903755196
5.899998,5.924850278596086
5.8000007,5.973024461074394
5.899998,5.823026678053878
5.0,5.399188035854186
4.6197886,4.6505019371076655
5.2000003,5.153343103697691
8.500313,7.642296228408814
5.0,5.030667300847884
5.3,5.464939536187978
5.500038,5.512023774848209
5.4999995,5.619632516591181
8.500313,7.225793890637561
5.1000156,5.1337609119607714
5.800245,5.780889416512136
5.3,5.72267783692383
5.4,5.441482488702639
9.1549015,8.774375581277742
5.4999995,5.47692408596746
6.600326,6.137607928510201
5.8000007,5.82764925315581
7.500038,6.851048273147098
5.2000003,5.310243711044872
5.800245,5.853029676784872
5.8000007,5.763092675636649
5.0,5.014022600253917
5.4999995,5.68545111568293
5.2000003,5.496943678270655
5.4,5.440768377331078
5.1,5.17214890222019
6.299998,6.092767556413313
5.1,5.324552392386618
5.9003196,5.896404002199335
5.899998,6.111055301381801
6.7999983,6.155877188789788
5.4999995,5.609024242357846
8.638272,8.691806312004726
5.8000007,6.299703168172883
5.800245,6.01248185215875
5.4,5.512043525321484
5.4000077,5.62237681917012
5.3,5.458703818934463
6.1999984,5.5405325857557415
5.1,5.137502040952394
6.0,6.187594451815815
5.4,5.488881476964673
5.6001534,5.517179235469211
6.299998,6.463442239600965
5.0,5.23638403748744
5.3,5.331508924755146
5.7000003,5.895802618244215
5.5999994,5.732077086664175
5.4999995,6.199612682039146
6.099999,6.186574985181572
5.8000007,5.80905103729346
8.019542,8.086204315997257
5.1,5.148460506176641
5.7000003,5.706555808023397
5.4999995,5.75500465560918
5.7000003,5.838383485787671
8.500313,7.501612302121663
6.099999,5.974193567878783
6.0,5.750317024408679
5.4000077,5.384551495405206
5.4,5.554251877099862
5.6001534,5.70496871925745
5.4,5.364043901601088
5.800245,5.829544183970647
5.8000007,5.805365257540634
5.1,5.265551604338208
6.299998,6.10311418202827
5.8000007,5.864757524556226
6.7999983,5.281893199653927
5.0,5.207113557237581
5.1,5.137183689967966
5.4999995,5.2051681986030935
5.1,5.453183241507773
5.0,5.505787122819158
5.4999995,5.4616417385879
5.4,5.61542860523655
5.4,5.750927520306283
7.7999706,6.430464225211013
6.1999984,5.787256959044938
5.0,5.759685851147154
6.099999,6.022770005832724
5.899998,5.73225817017337
6.099999,5.753388016281803
5.4999995,6.1700116718248115
5.0,5.151725014739567
5.4999995,5.506660871389296
5.8000007,6.063325334366061
7.4000077,7.042519232093567
5.1000156,5.35463429418108
5.3,5.120617131499322
5.1,5.156375052879095
6.0,5.6964185905778235
5.4999995,5.777128225346742
6.9000087,6.944124379309693
5.7000003,5.778888798803147
6.5999975,5.97447619026452
5.5999994,6.183509521538517
5.3,5.308553696700263
6.1999984,5.773235501499964
5.8000007,5.885932871834009
5.7000003,5.804544438225625
5.5999994,5.89434725885938
5.2000003,8.238354391801925
5.823909,5.976055346069521
5.4,5.5787042341462305
5.8000007,5.975394281740101
5.8000007,5.79556164309868
7.0,5.670131573528295
5.6001534,5.650528129081998
5.899998,5.756247441081337
5.2000003,5.53144139963636
5.1,4.672999994841246
6.099999,5.879412600052696
5.7000003,5.704645602437182
5.800245,5.824596299949918
5.8000007,6.0092177761887235
5.2000003,5.3756176652134116
4.2,4.659406719899158
5.2000003,5.249671301464803
5.2000003,5.6871749148611395
6.9000087,7.011160082248469
8.0,7.900880386299558
7.1426673,6.555176294859055
5.4999995,5.479271309652846
4.2,4.787624574007768
6.099999,6.274357795585216
5.1,5.354697186263755
5.7000003,5.704684095090347
5.1,5.128006019932919
5.1,5.8335605864771685
5.899998,6.698973073543654
5.899998,6.004479984107975
6.099999,6.028942941920919
5.7000003,5.70514538297777
6.008774,5.644664825980418
5.8000007,6.005443306428602
6.3999968,6.318121655478792
7.1999707,6.441328058851596
5.1155443,5.503855257682366
5.1,5.13187631525664
5.800245,5.839229438913013
5.3,5.752859872853649
5.7000003,5.841787202915634
5.1,5.209403162705466
5.2000394,5.48777717747875
5.8000007,5.666813644287722
7.0,6.9142940901502286
5.8000007,5.97526710954921
7.1999707,6.529856095598874
5.800245,5.7909351087508325
5.0,5.055167277414498
5.1,5.352966098185223
5.3,5.403882441299332
5.2000003,5.550173273390218
5.4999995,5.570246033444396
5.5999994,5.733623244853559
5.500038,5.454967122572377
8.69897,8.632577480766509
5.2000003,5.654048729073382
5.800245,5.79388677000219
5.0,5.113683627707301
7.8999743,6.6641431180503625
5.7000003,5.761505620973782
5.1000156,5.875091378450182
5.1,5.527032353453026
5.3,5.374168060357278
5.3,5.208545632773322
6.5999975,6.065250270880832
8.080922,7.614599870416853
6.318759,6.336421929862764
7.7695513,7.326627160869196
5.4000077,5.411130401017005
5.4,5.517272668743872
5.8000007,5.802685951589863
8.30103,7.608204151651217
5.39794,5.682475435906908
5.4,5.44765694995938
5.7000003,5.7859392266134355
6.2441254,6.857236526010906
5.1,5.105169757845241
5.6001534,5.592089537671213
5.7000003,5.738926553033523
5.2000003,5.427638202465514
5.8000007,5.902799650498868
5.8000007,5.783106696694132
5.8000007,5.8321866805538365
5.3,5.300662476729191
5.4999995,5.478593696677943
5.4,5.502666222995818
5.4,5.589590084814699
5.5999994,5.659740961260212
5.4999995,5.517602879691963
5.4999995,5.626105664057562
8.69897,7.198455446173001
5.4,5.804425901421575
7.5999804,6.544617153425651
5.800245,5.899914082472065
5.1,5.352351631309541
6.1999984,5.972731407766929
5.7000003,5.701087550047092
6.5999975,5.554221954112962
5.800245,5.810949242570446
5.2000003,5.445693919905657
5.899998,5.706822642440294
5.3,6.135660133020588
5.3,5.406932678222656
7.7695513,8.720650366718809
4.1,4.198899912041076
6.1001797,6.093188499522875
5.0,5.355218801446251
5.8000007,6.007370446768141
5.5999994,6.067469303924226
5.1,5.813148326035489
6.2890368,6.333378760129152
5.8000007,5.810058597565911
5.1000156,5.233754787964395
8.600327,8.384349602288667
8.0,7.173165093058635
6.299998,6.074636918738517
5.4,5.641036326749122
5.4,5.692578163289952
5.3,5.402027561083742
6.9000087,6.092670603985278
5.5999994,5.939946995173201
5.1,5.208936602199219
5.1,5.270404529046003
5.3,5.213073378496099
7.500038,6.9278509225921034
5.4999995,5.499784145939008
5.8000007,5.9116174474026995
6.600326,6.532596277602723
5.0,5.722776989388661
5.3,5.724060664569068
5.4999995,5.441520662735513
6.1001797,6.105030715342565
5.7000003,5.764258641680854
5.1,5.333928956103194
5.4317985,6.216490674238102
5.4,5.507349236273895
5.1,5.284949959897271
5.0,5.137382624277362
9.0,8.461734144356784
5.5999994,5.529421306865568
5.1,5.276930406920504
5.0,5.394615787386736
6.099999,6.022393283986612
5.7000003,5.696894691240184
5.1000156,5.373336869545023
4.4,4.415166846657168
5.0,5.16663232134428
5.5999994,5.689135777217275
5.8000007,5.9706468764481455
5.3,5.418121707977488
5.0,5.251913445090005
6.600326,6.514838114661168
4.0,4.34386051077313
6.499997,6.333881506258242
5.4999995,5.472863462114965
7.0,6.43697969176219
5.0,5.1092046819611605
5.2000003,5.792878385143812
5.4,5.462850093953639
5.7000003,5.910551620555751
4.1,4.796029138127795
5.1,5.018419840486277
5.1,5.57768235601106
6.499997,6.305161210094745
6.5999975,5.459012997477301
9.500313,8.763255092210239
5.7000003,5.6287724845329805
7.853872,8.189003350806614
5.1,5.297479342492717
5.4999995,4.996176665019212
5.2000003,5.317908203952833
4.809668,5.896932647698876
8.777284,8.83829944147004
5.2000003,5.260781996230091
5.4,5.37150307884655
5.1,5.270503790643706
5.4,5.663006878840308
5.3,5.391285263164408
6.499997,5.740931443891679
6.7999983,6.12612635728736
5.1,5.187661802107544
5.3,5.526829343468202
6.099999,5.844094448344593
7.7999706,7.324408096858041
5.3,5.342882263930358
5.1,5.253160295125283
5.0,5.170341881604226
7.1307683,8.343366654303342
5.0,5.301281435964636
8.769551,8.898281587570432
5.3,5.334270267551192
5.4,5.614885229916621
4.3,5.095876406534955
5.1,5.659874567682761
7.0,6.295136453243498
5.1,5.395511193844624
10.39794,9.759951303765012
7.3565474,6.6928325172318015
5.5272436,5.058377581324548
5.8000007,5.99693728737285
6.299998,6.511040901231388
5.1,5.5456594832192785
6.7999983,6.15652676582935
5.1,5.18013048359669
5.1499667,7.073400778300479
5.3,5.652341902553317
5.8000007,5.908118352278296
5.2000003,5.781797605196832
6.099999,5.3763616975192665
5.8000007,5.963639812545947
5.4,4.661148491157426
6.499997,6.446205279203445
5.7000003,5.696520793088876
6.1999984,6.1186375799074995
5.2000394,5.310282254964278
5.1,5.139828102206627
5.500038,5.5142890492218735
5.0,5.631268957593316
5.3,5.3893123574632495
5.4,6.1162231930762445
5.0,5.298972246470906
5.2000394,5.265619805617154
6.0,5.934644707276052
5.0,5.17253073813417
5.4,5.473180247890886
5.1,5.631174503965076
5.3,5.656695802790063
5.500038,5.269380684584878
5.1,5.170208792370213
7.1000156,7.327802335367877
5.1,5.179369761023267
7.102373,7.058354153845833
5.1,5.312612595502982
6.3999968,6.334142457921637
5.1,5.121504565231259
5.8000007,5.8670980547339715
5.2000003,5.380002878991359
5.1,5.126198039052575
5.700057,5.756247265119709
5.8000007,5.801355735263903
5.1,5.1657726653449245
5.4,5.814909508012266
5.2000003,5.753645680960322
5.0,5.040668956248447
5.8000007,5.72423305967472
5.700057,5.767614238827957
5.7000003,5.664039264793104
5.6001534,6.12808408151991
5.4000077,5.5688962935222825
5.8000007,5.8053917271900835
5.3,5.567687269488278
5.4,5.6937836189269015
5.6001534,5.693530144818063
6.7999983,6.789481652623626
5.1,5.322658358684998
5.8000007,5.709544622294425
5.7000003,5.795892989717975
5.5999994,5.672757611857233
5.4999995,6.154782323896284
5.0,5.014669628349827
7.2999887,6.806337536019077
5.0,5.000333377255333
5.3,5.324214467557666
7.1999707,6.167961715567904
7.6382723,6.881841354062634
5.7000003,5.742692712213266
5.5999994,5.932688482794077
5.4,5.592434080398336
5.7000003,5.438364298683258
5.3,5.302084530038207
5.4999995,5.634834450047776
5.1,5.838030671755197
6.3999968,7.031085172697351
6.701147,6.415367324091363
7.1000156,6.343167454576317
5.2000003,5.559687641701029
5.500038,5.52842378377456
6.500313,5.746664189089921
6.299998,6.064181650399248
5.481486,6.195781462798741
5.5228786,5.698673043112476
5.1,5.128000491625811
5.1,5.185408431445515
5.4,5.813111136154346
5.899998,5.8990787615018565
6.099999,6.100556703709828
6.099999,5.83713992485136
5.2000003,5.219459496994467
4.0,4.107500822385152
5.1,5.73904230746825
5.4,5.721590543202206
5.1,5.092804577882303
5.7000003,6.113122375449737
7.2999887,5.986179809182144
5.4000077,5.466683215582039
8.19997,7.480032504380814
5.3,5.531008055101478
6.499997,6.090774813374149
5.2000003,5.458049561781261
6.3999968,6.378837708030427
6.180456,6.085038225344249
6.3999968,5.383845572723831
6.3999968,6.326700963712334
5.2000003,5.259504297316689
5.1,5.6291825734901
5.4,5.555421759423772
7.60206,7.115319940179397
8.400117,8.300782065153122
5.2000394,5.306111321085769
5.0,5.130467055502537
6.6999917,5.998109403224301
5.5999994,5.484147491261495
5.3,5.339679914398627
5.455932,6.2952640623885365
6.2006593,5.993206841350267
5.1000156,5.285220045884948
5.4999995,5.818615215096778
10.022276,10.18379331548797
5.4,5.492714766203914
7.102373,7.157767626652642
6.0,6.202896870700146
5.4,5.479572935538069
6.299998,6.269178758768728
5.0,5.260411788060552
5.8000007,5.835759115725097
5.5999994,6.213092298117511
5.0,5.508854189496781
5.5999994,5.85844693337113
5.3,5.395897730414062
6.7746906,6.604948618774376
5.1,5.255424333445839
5.8000007,5.650495063334398
5.0,5.313547994868033
7.0,7.073603644268252
5.1,5.135833451630916
7.4000077,6.078864064117273
5.7000003,5.784374586753669
5.8000007,5.811714168763396
5.899998,5.683576690500842
5.2000003,5.3214500525745905
5.7000003,5.838542425231315
6.099999,6.130718519443146
8.400117,8.15240581694838
5.5999994,5.7244554825479295
5.4999995,5.566214698329674
6.6999917,5.640409205119055
5.4,5.510661330320486
5.7000003,5.624006885033664
5.8000007,5.827590546861625
5.3,5.600505481748875
5.7000003,6.201610287418759
5.4000077,5.5278560535437915
6.1001797,6.118292661344173
5.1,5.339482994948103
5.5999994,5.6862764380389255
7.8999743,8.394154948654801
5.4999995,5.503146147440976
5.0,5.281915098585973
5.5999994,6.039351539458389
5.1,5.501158070965796
5.0,5.120203623079119
5.1,5.112114420150037
8.500313,8.887817593913375
5.2000003,5.3471704665966255
5.7000003,5.892616555721332
5.1,5.203334875706083
5.7000003,6.173765761786887
5.5999994,5.666822973738021
5.3,5.860027412279449
6.7999983,6.257790517746371
6.6999917,6.368934326323571
7.4000077,6.264407128907457
5.7000003,5.747145705926879
5.1,5.288177658538886
8.801343,9.274212095737457
5.700057,5.764996282735973
8.2,7.757310521754192
5.1,5.124670393215363
8.8507805,9.03751509856304
5.0,5.066034962990259
5.7000003,5.770508166289277
5.2000003,5.54685003997498
5.0,5.201901849901603
5.3,5.360690499278361
6.6999917,5.953809699716176
5.8000007,5.238277719241187
5.4000077,5.415767425033211
7.7447276,7.948872597596001
6.099999,6.093303663423402
6.2006593,6.515934579282092
7.1999707,5.3375360231126505
5.1,5.429096041129803
5.2000003,5.468645703690602
5.8000007,5.691881083249279
6.1999984,5.8765532902327795
5.3000755,5.348376514916093
4.167491,4.281897105981433
5.2000003,5.391276185378201
5.0,5.083389324961288
7.2006593,6.890346052079382
5.2000003,5.476837248294919
5.1,5.720039165298997
5.1,5.472270538768806
5.4,5.368723322821097
5.1,5.493120627862376
5.5999994,5.499675464770822
5.1,5.196145918755376
5.2636037,5.599830718944871
7.60206,7.250247324897742
5.2000003,5.4980037065851155
5.4999995,5.534452239786232
6.90309,6.673297797794165
5.1,5.133284898571978
7.5999804,7.668889680408297
